beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"ЦМОК / TSMOK,""TRYE Beer"",""Stout - Imperial / Double"",10,60,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2018-03-21 23:09:35"",https://untappd.com/c/575412967,https://untappd.com/beer/1952992,https://untappd.com/brewery/248415,Belarus,""Новое Поле"",""Минская область"",,Green,Bottle,575412967,1952992,248415,https://untappd.s3.amazonaws.com/photos/2018_03_21/91cdb8923025f376ccd90e1a52c5eea5_raw.jpg,3.96,3.86,,2,0"
"Замковое Вишневое,""Tabak-Invest (Табак-Инвест)"",""Fruit Beer"",3.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2018-03-22 22:12:10"",https://untappd.com/c/575667638,https://untappd.com/beer/2376931,https://untappd.com/brewery/173245,Belarus,Мінск,,,Корона,Draft,575667638,2376931,173245,https://untappd.s3.amazonaws.com/photos/2018_03_22/6a2b0d39827f33f13b165564a3596bb6_raw.jpg,3.19,3.55,,3,0"
"BeerMix Pomegranate,""Obolon (Оболонь)"",""Shandy / Radler"",2.4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2018-03-25 21:25:06"",https://untappd.com/c/577386357,https://untappd.com/beer/756496,https://untappd.com/brewery/3260,Ukraine,Kyiv,Київ,,Е-Сити,Can,577386357,756496,3260,https://untappd.s3.amazonaws.com/photos/2018_03_25/5bd773ba7f68fc6301dcb12379f57e25_raw.jpg,2.59,3.19,,2,0"
"Gunnpowder IPA,""Innis & Gunn"",""IPA - American"",5.6,60,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-03-27 22:12:41"",https://untappd.com/c/577961809,https://untappd.com/beer/1964796,https://untappd.com/brewery/1673,Scotland,Edinburgh,""City of Edinburgh"",,BIGZZ,Bottle,577961809,1964796,1673,https://untappd.s3.amazonaws.com/photos/2018_03_27/88e793b90189280d1b6b671f9524b0aa_raw.jpg,3.46,3.46,,1,0"
"Australian Light Lager,""Lidskoe Pivo (Лидское Пиво)"",""Lager - Pale"",4.8,24,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-03-29 22:04:56"",https://untappd.com/c/578556988,https://untappd.com/beer/2563738,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",,Белмаркет,Bottle,578556988,2563738,33625,https://untappd.s3.amazonaws.com/photos/2018_03_29/da1c884e49181d267ea2353f533d0963_raw.jpg,3.53,3.56,,2,0"
"Steenbrugge Dubbel Bruin,""De Gouden Boom"",""Belgian Dubbel"",6.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2018-04-01 21:48:18"",https://untappd.com/c/580393598,https://untappd.com/beer/16648,https://untappd.com/brewery/115389,Belgium,Bruges,Vlaanderen,,BIGZZ,Bottle,580393598,16648,115389,https://untappd.s3.amazonaws.com/photos/2018_04_01/de9a5e8d2d6099b0ff247a08d0f61483_raw.jpg,3.37,3.37,,2,0"
"Buggel IPA,""Varnitsa (Варница)"",""IPA - International"",6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-04-02 21:57:45"",https://untappd.com/c/580764356,https://untappd.com/beer/1560010,https://untappd.com/brewery/109110,Russia,Kardymovo,""Смоленская область"",,""Смак піва"",Draft,580764356,1560010,109110,https://untappd.s3.amazonaws.com/photos/2018_04_02/8b375eee815e192d106f137947894be5_raw.jpg,2.62,3.02,,1,0"
"Steenbrugge Blond,""De Gouden Boom"",""Belgian Blonde"",6.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-04-03 22:26:26"",https://untappd.com/c/581009295,https://untappd.com/beer/7930,https://untappd.com/brewery/115389,Belgium,Bruges,Vlaanderen,,BIGZZ,Bottle,581009295,7930,115389,https://untappd.s3.amazonaws.com/photos/2018_04_03/d467794f86bd2ef5426d3eed6c750427_raw.jpg,3.4,3.4,,2,0"
"Alivaria 1894 Premium,""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Lager - Vienna"",4.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2018-04-05 21:50:16"",https://untappd.com/c/581534226,https://untappd.com/beer/1395269,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,""Смак піва"",Draft,581534226,1395269,5861,https://untappd.s3.amazonaws.com/photos/2018_04_05/465209b3f5cc834c2353a272cc9a02e3_raw.jpg,3.05,3.24,,2,0"
"Lidski Summer Kvass (Квас Лидский Летний),""Lidskoe Pivo (Лидское Пиво)"",Kvass,1.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-04-07 09:42:38"",https://untappd.com/c/582361692,https://untappd.com/beer/2584214,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",,""Гастроном № 1"",Bottle,582361692,2584214,33625,,3.3,3.49,,2,0"
"Rodenbach Grand Cru,""Brouwerij Rodenbach"",""Sour - Flanders Red Ale"",6,35,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2018-04-08 22:19:48"",https://untappd.com/c/583413730,https://untappd.com/beer/8021,https://untappd.com/brewery/291,Belgium,Roeselare,Vlaanderen,,BIGZZ,Bottle,583413730,8021,291,https://untappd.s3.amazonaws.com/photos/2018_04_08/ba840163c35a51893654406556fcb990_raw.jpg,3.74,3.74,,3,0"
"St.Richi Hugo Lawa,""Krinitsa (Криница)"",""Cider - Traditional"",5.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2018-04-10 22:31:02"",https://untappd.com/c/583936690,https://untappd.com/beer/2143881,https://untappd.com/brewery/5860,Belarus,""Partyzanski District"",Минск,,Корона,Bottle,583936690,2143881,5860,https://untappd.s3.amazonaws.com/photos/2018_04_10/6ee703f4567ff9841eb681f389d939b6_raw.jpg,2.51,3.47,,2,0"
"Koronet Brown Ale,""Lidskoe Pivo (Лидское Пиво)"",""Brown Ale - English"",4.7,12,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2018-04-12 22:44:26"",https://untappd.com/c/584463451,https://untappd.com/beer/2587108,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",,""Гастроном № 1"",Bottle,584463451,2587108,33625,https://untappd.s3.amazonaws.com/photos/2018_04_12/b4a58b420700e2cb137dc0ef410a3679_raw.jpg,2.99,3.2,,2,0"
"Seth & Riley's Garage Hard Lingonberry Drink,""Baltika Breweries (Балтика)"",""Shandy / Radler"",4.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2018-04-15 23:30:52"",https://untappd.com/c/586244680,https://untappd.com/beer/2535610,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,""Гастроном № 1"",Bottle,586244680,2535610,999,https://untappd.s3.amazonaws.com/photos/2018_04_15/35b33f8460e01e492c70cfa666259c67_raw.jpg,2.94,3.09,,1,0"
"Žatecký Gus Radler,""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Shandy / Radler"",2.4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.5,""2018-04-17 23:30:16"",https://untappd.com/c/586732046,https://untappd.com/beer/2598451,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,Белмаркет,Bottle,586732046,2598451,5861,https://untappd.s3.amazonaws.com/photos/2018_04_17/f3a3e5ebebfa3146f0f1467e5bdef722_raw.jpg,3.11,3.37,,2,0"
"Karol Jan Ruby,""Пивоваренная компания «Аливария» (Alivaria Brewery)"",""Fruit Beer"",4.6,16,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-04-21 22:12:50"",https://untappd.com/c/588366685,https://untappd.com/beer/2598456,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,Белмаркет,Bottle,588366685,2598456,5861,https://untappd.s3.amazonaws.com/photos/2018_04_21/775595acdd11cfc0cd0575dea7250e17_raw.jpg,2.92,3.11,,2,0"
"Weiss Berg Пшеничное,""Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод)"",""Hefeweizen Light / Leicht"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2018-04-23 23:33:57"",https://untappd.com/c/589390600,https://untappd.com/beer/396933,https://untappd.com/brewery/70612,Russia,Bochkari,""Алтайский край"",,""Смак піва"",Draft,589390600,396933,70612,https://untappd.s3.amazonaws.com/photos/2018_04_23/5dd98f054586716ce49137dad36c53e2_raw.jpg,2.95,3.1,,2,0"
"Комета IPA,""New Riga's Brewery"",""IPA - American"",6,65,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4.75,""2018-04-25 23:37:19"",https://untappd.com/c/589873475,https://untappd.com/beer/1914917,https://untappd.com/brewery/64622,Russia,Лешково,""Московская область"",,""ТЦ «Корона»"",Bottle,589873475,1914917,64622,https://untappd.s3.amazonaws.com/photos/2018_04_25/77bbbe91214e17df249904f2d19cad25_raw.jpg,3.63,3.64,,3,0"
"Аліварскі Квас,""Пивоваренная компания «Аливария» (Alivaria Brewery)"",Kvass,0.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-04-26 20:32:08"",https://untappd.com/c/590106112,https://untappd.com/beer/2596132,https://untappd.com/brewery/5861,Belarus,Минск,Minsk,,Алми,Bottle,590106112,2596132,5861,,3.04,3.4,,1,0"
"White Moon,""New Riga's Brewery"",""Stout - Milk / Sweet"",5.5,20,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-04-27 23:24:45"",https://untappd.com/c/590602592,https://untappd.com/beer/1878052,https://untappd.com/brewery/64622,Russia,Лешково,""Московская область"",""coffeeish,sweet"",""ТЦ «Корона»"",Bottle,590602592,1878052,64622,https://untappd.s3.amazonaws.com/photos/2018_04_27/6cf24972aceb3f8dcbe31f635c4519e3_raw.jpg,3.86,3.85,,2,0"
"Liberty Pils,""Browar Setka"",""Pilsner - Other"",3.6,20,,Мозырь,,""Гомельская вобл."",Беларусь,52.0462,29.26,4.25,""2018-04-29 21:33:57"",https://untappd.com/c/591885535,https://untappd.com/beer/1642069,https://untappd.com/brewery/230354,Poland,,,,,Bottle,591885535,1642069,230354,https://untappd.s3.amazonaws.com/photos/2018_04_29/41dced7f9b661cd73dc8922f1c28bbc8_raw.jpg,3.58,3.63,,2,0"
"Czech Inn Lager,""UAB 3B Solutions"",""Pilsner - Czech"",4.8,0,,Мозырь,,""Гомельская вобл."",Беларусь,52.0462,29.26,3,""2018-04-30 22:26:12"",https://untappd.com/c/592270812,https://untappd.com/beer/1162973,https://untappd.com/brewery/424581,Latvia,Vilnīši,Vidzeme,,Бахус,Bottle,592270812,1162973,424581,https://untappd.s3.amazonaws.com/photos/2018_04_30/41446a57f5702bdfec63a739790d0f5b_raw.jpg,2.98,3.09,,2,0"
"American Gothic (Grant Wood),""New Riga's Brewery"",""Pale Ale - American"",5,37,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-05-02 23:34:07"",https://untappd.com/c/592817445,https://untappd.com/beer/1187079,https://untappd.com/brewery/64622,Russia,Лешково,""Московская область"",,""ТЦ «Корона»"",Bottle,592817445,1187079,64622,https://untappd.s3.amazonaws.com/photos/2018_05_02/1cee22cceaf769534c63e9166c787001_raw.jpg,3.63,3.64,,2,0"
"Boondoggle,""Ringwood Brewery"",""Blonde Ale"",4.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-05-04 23:01:44"",https://untappd.com/c/593517470,https://untappd.com/beer/21840,https://untappd.com/brewery/2495,England,Ringwood,Hampshire,,""ТЦ «Корона»"",Bottle,593517470,21840,2495,https://untappd.s3.amazonaws.com/photos/2018_05_04/dd9cc6338bde60ec32029c5ec647f62f_raw.jpg,3.32,3.32,,3,0"
"African Queen,Raduga,""Pale Ale - American"",5,45,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2018-05-06 22:37:28"",https://untappd.com/c/594877989,https://untappd.com/beer/1180400,https://untappd.com/brewery/145077,Poland,,,,,Bottle,594877989,1180400,145077,https://untappd.s3.amazonaws.com/photos/2018_05_06/b1c300319c1ac4b3870ad076dea90b21_raw.jpg,3.63,3.63,,2,0"
"Hardmix Citrus,""Obolon (Оболонь)"",""Shandy / Radler"",4.6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-05-08 23:23:17"",https://untappd.com/c/595443224,https://untappd.com/beer/1825716,https://untappd.com/brewery/3260,Ukraine,Kyiv,Київ,,Бахус,Bottle,595443224,1825716,3260,https://untappd.s3.amazonaws.com/photos/2018_05_08/b1e619f0b037923d4b69842e797e207e_raw.jpg,2.98,3.38,,2,0"
"Razor Back,""Ringwood Brewery"",""English Bitter"",3.8,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-05-11 22:08:23"",https://untappd.com/c/596559483,https://untappd.com/beer/1000496,https://untappd.com/brewery/2495,England,Ringwood,Hampshire,,""ТЦ «Корона»"",Bottle,596559483,1000496,2495,https://untappd.s3.amazonaws.com/photos/2018_05_11/bb837fb234e2dfc8a86f2f8e31f5598f_raw.jpg,3,3.01,,2,0"
"Czech Inn Dark,""UAB 3B Solutions"",""Lager - Dark"",4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2018-05-13 23:02:35"",https://untappd.com/c/598023600,https://untappd.com/beer/1041453,https://untappd.com/brewery/424581,Latvia,Vilnīši,Vidzeme,,Бахус,Bottle,598023600,1041453,424581,https://untappd.s3.amazonaws.com/photos/2018_05_13/3030f9e67b88ef364489a9c7b8187eab_raw.jpg,3.19,3.28,,3,0"
"Obolon Nefiltrovane (Оболонь Нефільтроване),""Obolon (Оболонь)"",""Kellerbier / Zwickelbier"",6,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.25,""2018-05-16 23:29:47"",https://untappd.com/c/598818128,https://untappd.com/beer/829409,https://untappd.com/brewery/3260,Ukraine,Kyiv,Київ,,Корона,Bottle,598818128,829409,3260,https://untappd.s3.amazonaws.com/photos/2018_05_16/7cf00b1afbc88fe1652c368af64c14d6_raw.jpg,2.74,3.15,,3,0"
"LIDSKAE,""Lidskoe Pivo (Лидское Пиво)"",""Lager - Euro Pale"",4.6,10,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-05-25 22:32:49"",https://untappd.com/c/602624594,https://untappd.com/beer/2623908,https://untappd.com/brewery/33625,Belarus,Lida,""Гродненская область"",,Белмаркет,Bottle,602624594,2623908,33625,https://untappd.s3.amazonaws.com/photos/2018_05_25/93f87d47836d16129efc24daba2605da_raw.jpg,2.87,3.22,,2,0"
"Schengen Beast,Rinkuškiai,""Lager - Pale"",5.2,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.5,""2018-05-27 23:01:09"",https://untappd.com/c/604063576,https://untappd.com/beer/2383520,https://untappd.com/brewery/11051,Lithuania,""Biržų k"",""Biržų r."",,""ТЦ «Корона»"",Bottle,604063576,2383520,11051,https://untappd.s3.amazonaws.com/photos/2018_05_27/2d348b50704c282f6adec0b4b4eb246d_raw.jpg,2.93,3.12,,3,0"
"Karavas Forever,Rinkuškiai,""Lager - Amber"",5.4,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-05-29 22:04:19"",https://untappd.com/c/604842167,https://untappd.com/beer/2379302,https://untappd.com/brewery/11051,Lithuania,""Biržų k"",""Biržų r."",,""ТЦ «Корона»"",Bottle,604842167,2379302,11051,https://untappd.s3.amazonaws.com/photos/2018_05_29/65191658ddf81c1cb1856e0ea98cf367_raw.jpg,2.86,3.08,,1,0"
"Strange Connections,Rinkuškiai,Gluten-Free,4.7,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2018-06-01 23:53:26"",https://untappd.com/c/605839362,https://untappd.com/beer/2395649,https://untappd.com/brewery/11051,Lithuania,""Biržų k"",""Biržų r."",,""ТЦ «Корона»"",Bottle,605839362,2395649,11051,https://untappd.s3.amazonaws.com/photos/2018_06_01/35714727d6e856801cbe3a87bf5682df_raw.jpg,2.65,2.94,,2,0"
"Baltika #0 Wheat (Пшеничное),""Baltika Breweries (Балтика)"",""Non-Alcoholic Beer"",0.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3,""2018-06-02 19:05:07"",https://untappd.com/c/606301475,https://untappd.com/beer/2167743,https://untappd.com/brewery/999,Russia,""Saint Petersburg"",Санкт-Петербург,,,Can,606301475,2167743,999,https://untappd.s3.amazonaws.com/photos/2018_06_02/be38df8f917f44ff1d00297b425831ec_raw.jpg,2.88,2.99,,3,0"
"IPA (aka Bengal, aka First IPA),""Vasileostrovskaya Brewery (Василеостровская Пивоварня)"",""IPA - English"",5.8,62,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,4,""2018-06-03 23:08:20"",https://untappd.com/c/607177660,https://untappd.com/beer/1134836,https://untappd.com/brewery/10410,Russia,""Saint Petersburg"",Санкт-Петербург,,""ТЦ «Корона»"",Bottle,607177660,1134836,10410,https://untappd.s3.amazonaws.com/photos/2018_06_03/100e8fcc6db4839f86246028a661f160_raw.jpg,3.36,3.38,,2,0"
"Paulaner Hefe-Weißbier Alkoholfrei,""Paulaner Brauerei"",""Non-Alcoholic Beer"",0.5,10,,Карачёвщина,,,Беларусь,54.297,26.4417,3,""2018-06-05 13:25:58"",https://untappd.com/c/607636011,https://untappd.com/beer/87078,https://untappd.com/brewery/972,Germany,Munich,Bayern,,Е-Сити,Bottle,607636011,87078,972,,2.73,2.74,,2,0"
"Jaws APA,""Jaws Brewery"",""Pale Ale - American"",5.5,43,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,5,""2018-06-06 23:08:07"",https://untappd.com/c/608001557,https://untappd.com/beer/480265,https://untappd.com/brewery/29772,Russia,Zarechnyy,""Свердловская область"",,Green,Bottle,608001557,480265,29772,https://untappd.s3.amazonaws.com/photos/2018_06_06/12de080a4874c94bee96516fca51f931_raw.jpg,3.91,3.9,,2,2"
"Citraizen,""Jaws Brewery"",Kristallweizen,6,20,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,3.75,""2018-06-08 23:39:02"",https://untappd.com/c/608768867,https://untappd.com/beer/1164073,https://untappd.com/brewery/29772,Russia,Zarechnyy,""Свердловская область"",,Green,Bottle,608768867,1164073,29772,https://untappd.s3.amazonaws.com/photos/2018_06_08/bfe184ad82f2255be79a377bc565266b_raw.jpg,3.83,3.82,,2,0"
"Marochnoe Svetloe (Марочное Светлое),""Afanasy (Афанасий)"",""Lager - Pale"",4.5,0,,Молодечно,,""Мiнская вобл."",Беларусь,54.3069,26.854,2,""2018-06-10 23:31:09"",https://untappd.com/c/610119477,https://untappd.com/beer/1023750,https://untappd.com/brewery/10498,Russia,Tver',""Тверская область"",,Е-Сити,Bottle,610119477,1023750,10498,https://untappd.s3.amazonaws.com/photos/2018_06_10/c2962fc61c6501aecfbb6e48d08eee26_raw.jpg,2.76,2.87,,3,0"
